mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	3/4	1	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	0	0	3/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/2	1/2	3/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	3/4	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	3/8	3/8	3/4	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	0	0	3/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	3/4	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
5	5	0	0	3/4	1	1	viio6{	G	I		viio6	vii	o	6				{	o	0	0	2, -1, 5		5	2
5	5	1/2	1/2	3/4	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	0	0	3/4	1	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	0	0	3/4	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	1	1	{	G	I									{		0	0				
9	9	1/2	1/2	3/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
11	11	0	0	3/4	1	1	#viio6/ii	G	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
12	12	0	0	3/4	1	1	ii(4)}	G	I		ii(4)	ii			4			}	m	0	0	2, 1, 3		2	2
12	12	1/4	1/4	3/4	1	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
13	13	0	0	3/4	1	1	#viio7/vi{	G	I		#viio7/vi	#vii	o	7		vi		{	o7	0	0	8, 5, 2, -1		8	8
14	14	0	0	3/4	1	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	15	1/2	1/2	3/4	1	1	V/vi	G	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
16	16	0	0	3/4	1	1	vi}	G	I		vi	vi						}	m	0	0	3, 0, 4		3	3
16	16	3/8	3/8	3/4	1	1	{	G	I									{		0	0				
17	17	0	0	3/4	1	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
18	18	1/4	1/4	3/4	1	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	0	0	3/4	1	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
20	20	1/4	1/4	3/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
21	21	0	0	3/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/2	1/2	3/4	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	0	0	3/4	1	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
22	22	1/2	1/2	3/4	1	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	0	0	3/4	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
23	23	1/4	1/4	3/4	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
23	23	1/2	1/2	3/4	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
24	24	0	0	3/4	1	1	I}	G	I		I	I						}	M	0	0	0, 4, 1		0	0
