mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	1/2	2/2	1	1	c.V{	c	i		V	V						{	M	1	1	1, 5, 2		1	1
1	0	1	1	1.0	1/4	3/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	1	2	2	2.0	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
2	1	4	4	1.0	1/2	1/2	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	1	5	5	1.0	3/4	3/4	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
3	2	6	6	1.0	0	0	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	2	7	7	2.0	1/4	1/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	2	9	9	1.0	3/4	3/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	3	10	10	1.0	0	0	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	11	11	1.0	1/4	1/4	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	12	12	1.0	1/2	1/2	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	3	13	13	1.0	3/4	3/4	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	4	14	14	2.0	0	0	2/2	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
5	4	16	16	1.0	1/2	1/2	2/2	1	1	III{	c	i		III	III						{	M	1	1	-3, 1, -2		-3	-3
5	4	17	17	1.0	3/4	3/4	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
6	5	18	18	2.0	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	5	20	20	1.0	1/2	1/2	2/2	1	1	viio6/III	c	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
6	5	21	21	1.0	3/4	3/4	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	6	22	22	1.0	0	0	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
7	6	23	23	2.0	1/4	1/4	2/2	1	1	V/III	c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	6	25	25	1.0	3/4	3/4	2/2	1	1	#viio6/v	c	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
8	7	26	26	1.0	0	0	2/2	1	1	v	c	i		v	v							m	1	1	1, -2, 2		1	1
8	7	27	27	1.0	1/4	1/4	2/2	1	1	iv/v	c	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
