mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	3/4	4/4	1	1	Eb.I6{	Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
2	1	1	1	1.0	0	0	4/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	2	2	1.0	1/4	1/4	4/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	1	3	3	2.0	1/2	1/2	4/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
3	2	5	5	2.0	0	0	4/4	1	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
3	2	7	7	2.0	1/2	1/2	4/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	9	9	2.0	0	0	4/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	3	11	11	2.0	1/2	1/2	4/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	4	13	13	4.0	0	0	4/4	1	1	I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
5	4	16	16	0.0	3/4	3/4	4/4	1	1	{	Eb	I									{		0	0				
6	5	17	17	1.0	0	0	4/4	1	1	IV(9)	Eb	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
6	5	18	18	1.0	1/4	1/4	4/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	19	19	1.0	1/2	1/2	4/4	1	1	I6(6)	Eb	I		I6(6)	I		6	6				M	0	0	4, 3, 0		0	4
6	5	20	20	1.0	3/4	3/4	4/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	21	21	4.0	0	0	4/4	1	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	7	25	25	2.0	0	0	4/4	1	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	27	27	1.0	1/2	1/2	4/4	1	1	I(4)	Eb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
8	7	28	28	1.0	3/4	3/4	4/4	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
9	8	29	29	3.0	0	0	4/4	1	1	V|HC}	Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
9	8	32	32	1.0	3/4	3/4	4/4	1	1	I6{	Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
10	9	33	33	1.0	0	0	4/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	9	34	34	1.0	1/4	1/4	4/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	9	35	35	2.0	1/2	1/2	4/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
11	10	37	37	2.0	0	0	4/4	1	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
11	10	39	39	2.0	1/2	1/2	4/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	11	41	41	2.0	0	0	4/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	11	43	43	2.0	1/2	1/2	4/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
13	12	45	45	3.0	0	0	4/4	1	1	I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
