mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	11	0	0	2/2	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
13	12	0	0	2/2	1	1	V2/III	c	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
14	13	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	13	1/2	1/2	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
14	13	3/4	3/4	2/2	1	1	#viio	c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
15	14	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
15	14	7/16	7/16	2/2	1	1	v.#viio{	c	v		#viio	#vii	o					{	o	1	1	5, 2, -1		5	5
16	15	0	0	2/2	1	1	V2	c	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
16	15	1/2	1/2	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	16	0	0	2/2	1	1	#viio7	c	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
17	16	3/4	3/4	2/2	1	1	V6	c	v		V6	V		6					M	1	1	5, 2, 1		1	5
18	17	0	0	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	17	1/4	1/4	2/2	1	1	iio6	c	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
18	17	1/2	1/2	2/2	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
19	18	0	0	2/2	1	1	I|PAC}	c	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
19	18	15/16	15/16	2/2	1	1	{	c	v									{		1	1				
21	20	0	0	2/2	1	1	i.i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	20	1/2	1/2	2/2	1	1	V65	c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
22	21	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
22	21	7/16	7/16	2/2	1	1	ii7/VII{	c	i		ii7/VII	ii		7		VII		{	mm7	1	1	0, -3, 1, -2		0	0
23	22	0	0	2/2	1	1	V2/VII	c	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
24	23	0	0	2/2	1	1	VII6	c	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
25	24	0	0	2/2	1	1	IV6/III	c	i		IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
25	24	1/2	1/2	2/2	1	1	viio/III	c	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
26	25	0	0	2/2	1	1	III6(117)	c	i		III6(117)	III		6	117				M	1	1	1, -2, 2	-4	-3	1
26	25	1/2	1/2	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
27	26	0	0	2/2	1	1	#viio2/iv	c	i		#viio2/iv	#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
28	27	0	0	2/2	1	1	V7/iv	c	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
28	27	1/2	1/2	2/2	1	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
29	28	0	0	2/2	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
29	28	1/2	1/2	2/2	1	1	V/iv	c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
30	29	0	0	2/2	1	1	IV6	c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
30	29	1/2	1/2	2/2	1	1	V2/VII	c	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
31	30	0	0	2/2	1	1	VII6	c	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
32	31	0	0	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
32	31	1/2	1/2	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
32	31	3/4	3/4	2/2	1	1	v	c	i		v	v							m	1	1	1, -2, 2		1	1
33	32	0	0	2/2	1	1	iv6(2)	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
33	32	1/4	1/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
33	32	1/2	1/2	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
33	32	7/8	7/8	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
34	33	0	0	2/2	1	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	34	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
35	34	1/4	1/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
35	34	1/2	1/2	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
35	34	7/8	7/8	2/2	1	1	viio6/V	c	i		viio6/V	vii	o	6		V			o	1	1	3, 0, 6		6	3
36	35	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
36	35	1/2	1/2	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
37	36	0	0	2/2	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
