mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	1	1	g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
2	2	3	3	3.0	0	0	3/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	6	6	2.0	0	0	3/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	8	8	1.0	1/2	1/2	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	9	9	2.0	0	0	3/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	11	11	1.0	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
5	5	12	12	2.0	0	0	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	14	14	1.0	1/2	1/2	3/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
6	6	15	15	3.0	0	0	3/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	7	18	18	2.0	0	0	3/4	1	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	7	20	20	1.0	1/2	1/2	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	21	21	1.0	0	0	3/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	22	22	2.0	1/4	1/4	3/4	1	1	V}	g	i		V	V						}	M	1	1	1, 5, 2		1	1
9	9	24	24	3.0	0	0	3/4	1	1	V7{	g	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
10	10	27	27	3.0	0	0	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
11	11	30	30	3.0	0	0	3/4	1	1	V7/V/III	g	i		V7/V/III	V		7		V/III			Mm7	1	1	-1, 3, 0, -3		-1	-1
12	12	33	33	3.0	0	0	3/4	1	1	V/III	g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
13	13	36	36	3.0	0	0	3/4	1	1	III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
14	14	39	39	3.0	0	0	3/4	1	1	IV/III	g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
15	15	42	42	1.0	0	0	3/4	1	1	viio6/III	g	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
15	15	43	43	1.0	1/4	1/4	3/4	1	1	III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
15	15	44	44	1.0	1/2	1/2	3/4	1	1	V/III	g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
16	16	45	45	3.0	0	0	3/4	1	1	III}	g	i		III	III						}	M	1	1	-3, 1, -2		-3	-3
17	17	48	48	3.0	0	0	3/4	1	1	#viio7/iv{	g	i		#viio7/iv	#vii	o	7		iv		{	o7	1	1	4, 1, -2, -5		4	4
18	18	51	51	3.0	0	0	3/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	54	54	3.0	0	0	3/4	1	1	vii%7/III	g	i		vii%7/III	vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
20	20	57	57	3.0	0	0	3/4	1	1	III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
21	21	60	60	3.0	0	0	3/4	1	1	#viio7	g	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
22	22	63	63	3.0	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	66	66	2.0	0	0	3/4	1	1	iio6	g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	68	68	1.0	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
24	24	69	69	3.0	0	0	3/4	1	1	i}	g	i		i	i						}	m	1	1	0, -3, 1		0	0
