mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
22	21	83	83	0.3333333333333333	1/4	1/4	2/2	1	1	1/12	1/8	2/3		2	50	D3	3	234
22	21	250/3	250/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3	235
22	21	251/3	251/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12	1/8	2/3		-1	53	F3	3	236
22	21	84	84	0.3333333333333333	1/2	1/2	2/2	1	1	1/12	1/8	2/3		-3	51	Eb3	3	237
22	21	253/3	253/3	0.3333333333333333	7/12	7/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3	238
22	21	254/3	254/3	0.3333333333333333	2/3	2/3	2/2	1	1	1/12	1/8	2/3		0	48	C3	3	239
22	21	85	85	0.3333333333333333	3/4	3/4	2/2	1	1	1/12	1/8	2/3		5	47	B2	2	240
22	21	256/3	256/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12	1/8	2/3		0	48	C3	3	241
22	21	257/3	257/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12	1/8	2/3		2	50	D3	3	242
23	22	86	86	1.0	0	0	2/2	1	1	1/4	1/4	1		0	48	C3	3	243
23	22	87	87	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		0	36	C2	2	244
