mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/4	1	1	1/8		1/8	1		1	43	G2	2	0
1	1	1/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		2	50	D3	3	1
1	1	1	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		5	59	B3	3	2
1	1	2	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		3	57	A3	3	3
1	1	5/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		5	59	B3	3	4
1	1	11/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	5
2	2	3	0.5	0	0	3/4	1	1	1/8		1/8	1		5	59	B3	3	6
2	2	7/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		3	57	A3	3	7
2	2	4	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	55	G3	3	8
2	2	9/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		6	54	F#3	3	9
2	2	5	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		3	57	A3	3	10
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	50	D3	3	11
3	3	6	0.5	0	0	3/4	1	1	1/8		1/8	1		4	52	E3	3	12
3	3	13/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	13
3	3	7	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		0	60	C4	4	14
3	3	15/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		3	57	A3	3	15
3	3	8	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		6	54	F#3	3	16
3	3	17/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	17
4	4	9	2.0	0	0	3/4	1	3	1/2		1/2	1		1	43	G2	2	24
4	4	9	2.0	0	0	3/4	1	2	1/2		1/2	1		2	50	D3	3	22
4	4	9	2.0	0	0	3/4	1	1	1/2		1/2	1		5	59	B3	3	18
4	4	11	0.0	1/2	1/2	3/4	1	1	0	grace16	1/16	1		3	57	A3	3	19
4	4	11	0.0	1/2	1/2	3/4	1	1	0	grace16	1/16	1		5	59	B3	3	20
4	4	11	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		2	50	D3	3	23
4	4	11	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	21
5	5	12	0.5	0	0	3/4	1	1	1/8		1/8	1		3	45	A2	2	25
5	5	25/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		6	54	F#3	3	26
5	5	13	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	60	C4	4	27
5	5	14	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		5	59	B3	3	28
5	5	29/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		0	60	C4	4	29
5	5	59/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		2	62	D4	4	30
6	6	15	0.5	0	0	3/4	1	1	1/8		1/8	1		0	60	C4	4	31
6	6	31/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		5	59	B3	3	32
6	6	16	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		3	57	A3	3	33
6	6	33/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	34
6	6	17	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		6	54	F#3	3	35
6	6	35/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		4	52	E3	3	36
7	7	18	0.5	0	0	3/4	1	1	1/8		1/8	1		6	54	F#3	3	37
7	7	37/2	0.25	1/8	1/8	3/4	1	1	1/16		1/16	1		1	55	G3	3	38
7	7	75/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	57	A3	3	39
7	7	19	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	55	G3	3	40
7	7	39/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		6	54	F#3	3	41
7	7	20	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		4	52	E3	3	42
7	7	41/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		6	54	F#3	3	43
8	8	21	1.0	0	0	3/4	1	1	1/4		1/4	1		2	50	D3	3	44
8	8	22	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	45	A2	2	45
8	8	23	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	38	D2	2	46
9	9	24	0.5	0	0	3/4	1	1	1/8		1/8	1		2	50	D3	3	47
9	9	49/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		6	54	F#3	3	48
9	9	25	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	57	A3	3	49
9	9	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	55	G3	3	50
